GeneSymbol	SystemCode
FLI1	Sy
SHTN1	Sy
RFX1	Sy
THUMPD1	Sy
PTPN11	Sy
AIMP2	Sy
HEXB	Sy
NCF4	Sy
TAP2	Sy
ACYP2	Sy
SPG21	Sy
HNMT	Sy
TNFAIP2	Sy
GNLY	Sy
GZMK	Sy
DCTPP1	Sy
UQCRH	Sy
SEC23A	Sy
TMX4	Sy
PSMC3	Sy
PRRC2A	Sy
NCF1	Sy
ADRM1	Sy
ALDH9A1	Sy
KYAT3	Sy
SHC1	Sy
S100A4	Sy
CTSD	Sy
RSU1	Sy
GNAZ	Sy
FHOD1	Sy
BTK	Sy
SLC9A9	Sy
STX11	Sy
CLDN5	Sy
APP	Sy
VCL	Sy
GP5	Sy
SKAP2	Sy
TPM4	Sy
ATP2A2	Sy
ATP2A3	Sy
ARHGAP18	Sy
LRBA	Sy
GMPR	Sy
RDH11	Sy
SRC	Sy
TLN1	Sy
PRKG1	Sy
SYTL4	Sy
LIMS1	Sy
CASS4	Sy
INF2	Sy
ITGA6	Sy
ITGB1	Sy
RAB1A	Sy
CLEC1B	Sy
FERMT3	Sy
DUSP3	Sy
DMTN	Sy
RAB32	Sy
GNAQ	Sy
GSN	Sy
ARF4	Sy
SLC2A3	Sy
NCK2	Sy
FLNA	Sy
KALRN	Sy
CD84	Sy
PPIF	Sy
RAB11B	Sy
GP1BA	Sy
GP1BB	Sy
PSTPIP2	Sy
TRIM58	Sy
ENDOD1	Sy
CNST	Sy
TPM1	Sy
PLEK	Sy
TRIM33	Sy
EHD3	Sy
NEXN	Sy
RALB	Sy
ASAP2	Sy
MYL9	Sy
CYFIP1	Sy
TAGLN2	Sy
FLOT1	Sy
RRAS	Sy
TUBB1	Sy
STIM1	Sy
GP9	Sy
DTD1	Sy
APPL2	Sy
SPTB	Sy
ARHGAP6	Sy
CMIP	Sy
MYLK	Sy
ABHD16A	Sy
SH3BGRL2	Sy
ROCK2	Sy
PTK2	Sy
RTN4	Sy
TSPAN33	Sy
LY6G6F	Sy
CLIC4	Sy
ITGA2	Sy
TREML1	Sy
CALD1	Sy
SUSD1	Sy
FHL1	Sy
PPP1R14A	Sy
UBASH3B	Sy
CD9	Sy
ITGB3	Sy
ACTR1A	Sy
CAVIN2	Sy
HSD17B4	Sy
MGLL	Sy
MANF	Sy
SCARF1	Sy
RAP1B	Sy
ATP8A1	Sy
RAB6B	Sy
CTTN	Sy
ECE1	Sy
SAR1B	Sy
ACTN1	Sy
WBP2	Sy
FGB	Sy
PRUNE1	Sy
FGG	Sy
CD47	Sy
FGA	Sy
RAB14	Sy
GTPBP2	Sy
ITGA2B	Sy
LGALSL	Sy
CKAP5	Sy
TBXAS1	Sy
PTGS1	Sy
TJP2	Sy
TST	Sy
TMEM40	Sy
ACOX1	Sy
CORO1C	Sy
F11R	Sy
TUBA8	Sy
TOM1L2	Sy
ILK	Sy
ALOX12	Sy
PTPN12	Sy
RAC1	Sy
MAOB	Sy
MRVI1	Sy
SELP	Sy
HPSE	Sy
CD151	Sy
P2RX1	Sy
WASF2	Sy
PIP4K2B	Sy
PDLIM1	Sy
EMILIN1	Sy
TGFB1	Sy
F5	Sy
DAPP1	Sy
TC2N	Sy
UNC13D	Sy
DNM1L	Sy
PDLIM7	Sy
TESC	Sy
PARVB	Sy
BET1	Sy
ITPR1	Sy
SNAP23	Sy
DNAJC3	Sy
ASL	Sy
KIF2A	Sy
RGCC	Sy
DNM3	Sy
LTBP1	Sy
TMBIM1	Sy
UBE2O	Sy
AMPD2	Sy
SCCPDH	Sy
CLU	Sy
MYL6	Sy
PDGFA	Sy
PDLIM5	Sy
RASA3	Sy
TMOD3	Sy
KATNAL2	Sy
RAB27B	Sy
ZYX	Sy
EXOC2	Sy
PF4	Sy
DENND3	Sy
MCU	Sy
CD55	Sy
PDIA6	Sy
SLMAP	Sy
NHLRC2	Sy
DBN1	Sy
THBS1	Sy
ACTR1B	Sy
TAOK1	Sy
STX4	Sy
YWHAH	Sy
RAB6A	Sy
ADAM10	Sy
DAB2	Sy
SNX3	Sy
NAPG	Sy
TMED2	Sy
WDR44	Sy
LYPLA1	Sy
STK24	Sy
PECAM1	Sy
AKR7A2	Sy
SNTB1	Sy
MPIG6B	Sy
GUCY1B3	Sy
MAPRE2	Sy
HMGCL	Sy
RAB7A	Sy
NBEAL2	Sy
CDC42BPB	Sy
CYB5R3	Sy
VASP	Sy
ESAM	Sy
ACTB	Sy
PRKCA	Sy
MMRN1	Sy
RAB21	Sy
CALCOCO1	Sy
NT5C3A	Sy
PPBP	Sy
TMED8	Sy
F13A1	Sy
RAB1B	Sy
FN3K	Sy
GLB1	Sy
PFKM	Sy
MTMR12	Sy
PKHD1L1	Sy
TLN2	Sy
PTPN1	Sy
AK3	Sy
MYL12A	Sy
MGST2	Sy
PLEKHF1	Sy
BIN2	Sy
PDE5A	Sy
VPS13A	Sy
SPARC	Sy
CA2	Sy
AP1S1	Sy
PPM1A	Sy
DAAM1	Sy
CAMK1	Sy
GSTO1	Sy
STXBP2	Sy
CSNK2B	Sy
ICAM2	Sy
TIMP1	Sy
LPCAT3	Sy
HSPB1	Sy
MYH9	Sy
ASAP1	Sy
RAB11FIP3	Sy
MYL1	Sy
PNP	Sy
MYH14	Sy
TBC1D10B	Sy
STOM	Sy
ANKMY2	Sy
GIT1	Sy
HEBP1	Sy
EPS15	Sy
HK1	Sy
VTN	Sy
MYO1C	Sy
VDAC3	Sy
RASGRP2	Sy
RTN3	Sy
ATP5D	Sy
MPRIP	Sy
UNC45A	Sy
GNA13	Sy
PF4V1	Sy
SNCA	Sy
SH3GL1	Sy
ORM1	Sy
UBE2H	Sy
VAMP7	Sy
TPP2	Sy
PROS1	Sy
STK38	Sy
PIP4K2A	Sy
PDCD10	Sy
ZNF185	Sy
HSPA6	Sy
MAPRE1	Sy
COPS8	Sy
DARS	Sy
SCYL2	Sy
RTN1	Sy
SHMT1	Sy
ACP1	Sy
DCTN2	Sy
ANK1	Sy
RAP2B	Sy
MACF1	Sy
KNG1	Sy
C3	Sy
ACTN4	Sy
MINDY1	Sy
CCS	Sy
NPLOC4	Sy
UBE2J1	Sy
VWF	Sy
TF	Sy
CTSA	Sy
STAT5B	Sy
RAB10	Sy
EMD	Sy
COPS7A	Sy
ARRB1	Sy
MAGT1	Sy
RETN	Sy
AP3D1	Sy
CCL5	Sy
JAK3	Sy
TMX1	Sy
APEH	Sy
ACYP1	Sy
ERBIN	Sy
MUT	Sy
CAPN1	Sy
XPO7	Sy
FAM160B1	Sy
NUCB2	Sy
PFKP	Sy
AHSG	Sy
TBC1D1	Sy
HTRA2	Sy
GC	Sy
FLII	Sy
HSPA8	Sy
UFD1	Sy
ANXA3	Sy
ATP6V1D	Sy
TUBG2	Sy
ACSL4	Sy
CASP6	Sy
TIMM8A	Sy
GFPT2	Sy
SACM1L	Sy
PDIA3	Sy
IST1	Sy
AARS	Sy
ACTR10	Sy
PDIA5	Sy
PSMC6	Sy
XPO6	Sy
BID	Sy
CASP1	Sy
CD36	Sy
MFN2	Sy
DSTN	Sy
SRGN	Sy
BDH1	Sy
GIT2	Sy
CPT1A	Sy
TUBA4A	Sy
EHD1	Sy
CALU	Sy
ESD	Sy
PLCG2	Sy
SAR1A	Sy
DOK2	Sy
EXOC4	Sy
CHID1	Sy
ALAD	Sy
LMAN1	Sy
MICAL1	Sy
APOA1	Sy
PPM1F	Sy
PFKL	Sy
TRAM1	Sy
GPD2	Sy
TMED7	Sy
MBLAC2	Sy
UBA7	Sy
CSRP1	Sy
PTPRA	Sy
RAB18	Sy
IPO7	Sy
TMEM30A	Sy
BTN3A2	Sy
RPS6KA1	Sy
DECR1	Sy
AIMP1	Sy
PITPNC1	Sy
ACOT7	Sy
PYGL	Sy
TMED4	Sy
BCAP31	Sy
IGLC3	Sy
CRYZL1	Sy
LTBP3	Sy
AGT	Sy
SPAG9	Sy
YARS	Sy
DNAJC5	Sy
CHKB	Sy
SLK	Sy
LRRFIP2	Sy
HPX	Sy
PTPRJ	Sy
USP24	Sy
FDPS	Sy
MTPN	Sy
ME2	Sy
APOC1	Sy
TRIM23	Sy
CLASP1	Sy
IQGAP2	Sy
YWHAG	Sy
CFAP61	Sy
TRAP1	Sy
LETM1	Sy
USMG5	Sy
RAB3GAP1	Sy
CLINT1	Sy
STOML2	Sy
SOD2	Sy
DOK3	Sy
ATAD3A	Sy
CNN2	Sy
ISOC1	Sy
CAMP	Sy
RAP1GDS1	Sy
COPS3	Sy
COPS6	Sy
IMPA1	Sy
ARCN1	Sy
CLIC1	Sy
ATE1	Sy
PPP1CA	Sy
HINT2	Sy
DIAPH1	Sy
XPNPEP1	Sy
MTSS1	Sy
IFIT3	Sy
GAPDH	Sy
OXCT1	Sy
GATM	Sy
RAB22A	Sy
ATP5H	Sy
SELENOF	Sy
ARFGEF1	Sy
SLC44A2	Sy
ETHE1	Sy
NRBP1	Sy
EXOC5	Sy
ZW10	Sy
ACADSB	Sy
METTL7A	Sy
ABRAXAS2	Sy
ESYT2	Sy
UTS2	Sy
ARPC5	Sy
CNP	Sy
GALT	Sy
RPIA	Sy
LMAN2	Sy
RABEP1	Sy
ARPC4	Sy
DAD1	Sy
SEC11A	Sy
MDH2	Sy
GLO1	Sy
EHD4	Sy
PGK1	Sy
ARL1	Sy
STAT3	Sy
PEX11B	Sy
RAP1GAP2	Sy
HDHD3	Sy
ADA2	Sy
RANBP9	Sy
ATP6V1B2	Sy
STK26	Sy
NAXE	Sy
SMAD2	Sy
SUGT1	Sy
KPNA1	Sy
PGRMC2	Sy
LEMD3	Sy
LPGAT1	Sy
CIB1	Sy
CD2AP	Sy
MYOF	Sy
FUNDC1	Sy
CCDC6	Sy
ZNF414	Sy
NUMB	Sy
STAT1	Sy
CBL	Sy
RPAP3	Sy
SLC27A3	Sy
STAT2	Sy
CD27	Sy
BRCC3	Sy
PCLO	Sy
PLIN3	Sy
CYB5R1	Sy
PPCS	Sy
HLA-B	Sy
AP2A2	Sy
MCCC2	Sy
GOT2	Sy
PPIL3	Sy
PARP14	Sy
AP2M1	Sy
RTFDC1	Sy
NLN	Sy
GM2A	Sy
IGBP1	Sy
MDH1	Sy
ZC3H18	Sy
RALA	Sy
USO1	Sy
MARCKS	Sy
SBNO1	Sy
C18orf8	Sy
GRK6	Sy
CLC	Sy
LGALS3BP	Sy
XPOT	Sy
HLA-A	Sy
STAT5A	Sy
STRN	Sy
HSD17B10	Sy
CD7	Sy
HP	Sy
ACSS1	Sy
S100A11	Sy
STIP1	Sy
HIST1H1E	Sy
HIST1H1C	Sy
VCAN	Sy
PARK7	Sy
SCPEP1	Sy
TNPO1	Sy
ENO2	Sy
IGHM	Sy
PRKCB	Sy
PRDX3	Sy
ALOX5AP	Sy
GLMN	Sy
CARD9	Sy
ACADM	Sy
RAD23B	Sy
RPL7A	Sy
HIBCH	Sy
CPPED1	Sy
CD180	Sy
ATP5J2	Sy
VKORC1L1	Sy
PSMC1	Sy
TBCK	Sy
CD37	Sy
DCXR	Sy
PHPT1	Sy
CYC1	Sy
HIST1H1D	Sy
RAB8A	Sy
EIF4G2	Sy
DEFA3	Sy
HIST1H1B	Sy
GIPC3	Sy
AQR	Sy
PPIB	Sy
CR1	Sy
CUL2	Sy
TIMM13	Sy
ALG5	Sy
DTYMK	Sy
PTRHD1	Sy
DLGAP4	Sy
ARL8B	Sy
EIF6	Sy
MTAP	Sy
RCC1	Sy
KCMF1	Sy
COASY	Sy
ITIH4	Sy
NEK9	Sy
CYP20A1	Sy
7-Sep	Sy
PPP1CB	Sy
LASP1	Sy
SEC62	Sy
ACTG2	Sy
UQCRC1	Sy
VTA1	Sy
SLC25A5	Sy
NAP1L1	Sy
PRPS2	Sy
COPG2	Sy
EIF5	Sy
SMDT1	Sy
RFLNB	Sy
SFN	Sy
COPS5	Sy
ADSL	Sy
OSTF1	Sy
PRDX5	Sy
MT-CO2	Sy
11-Sep	Sy
COG4	Sy
SLC25A1	Sy
CMPK1	Sy
TAB1	Sy
RPS4X	Sy
C9orf64	Sy
TUBGCP2	Sy
PBDC1	Sy
APRT	Sy
NECAP2	Sy
GRAP2	Sy
CAPNS1	Sy
MTHFD1	Sy
RANBP1	Sy
STK39	Sy
IPO5	Sy
DOCK10	Sy
HINT1	Sy
ABHD10	Sy
NPR1	Sy
HSP90B1	Sy
CCT6A	Sy
UGP2	Sy
HIST1H2BK	Sy
YWHAE	Sy
TBC1D15	Sy
RELA	Sy
FYCO1	Sy
CTSS	Sy
M6PR	Sy
CAPG	Sy
FN3KRP	Sy
AGFG1	Sy
OXR1	Sy
DPYSL2	Sy
NSF	Sy
CTAGE5	Sy
BROX	Sy
MOSPD2	Sy
ARSA	Sy
RABGEF1	Sy
APAF1	Sy
FAF2	Sy
UCHL3	Sy
ACSS2	Sy
GGA3	Sy
WIPF1	Sy
ATG7	Sy
LSS	Sy
LANCL2	Sy
ARL8A	Sy
RP2	Sy
NGLY1	Sy
S100A9	Sy
SIRPA	Sy
HSP90AB4P	Sy
MYCBP	Sy
MAPK14	Sy
HK2	Sy
CNPY3	Sy
PPP4R1	Sy
SNAPIN	Sy
ITGAM	Sy
STT3B	Sy
BCS1L	Sy
PITRM1	Sy
ITSN2	Sy
APPL1	Sy
FES	Sy
IPO9	Sy
LAMTOR5	Sy
SNRPD3	Sy
PFDN6	Sy
AP1B1	Sy
CNPY4	Sy
FCN1	Sy
VPS36	Sy
DYNC2H1	Sy
IFT27	Sy
IER3IP1	Sy
CUL5	Sy
ATP13A1	Sy
LRRC59	Sy
ISCA2	Sy
PCK2	Sy
SNX1	Sy
RPL27	Sy
C14orf159	Sy
STT3A	Sy
EIF3D	Sy
IDH3B	Sy
BAX	Sy
DDB1	Sy
ELMO1	Sy
ARGLU1	Sy
SRSF7	Sy
SREK1	Sy
SEC61B	Sy
CSTB	Sy
IARS2	Sy
NTPCR	Sy
NDUFA10	Sy
DFFA	Sy
FXN	Sy
ACAA2	Sy
TPP1	Sy
ARR3	Sy
PDCD6IP	Sy
SLC25A24	Sy
YWHAZ	Sy
CCDC88B	Sy
IAH1	Sy
SLC25A6	Sy
EIF1AX	Sy
TROVE2	Sy
EIF3K	Sy
GCHFR	Sy
LANCL1	Sy
SLC25A20	Sy
HLAG	Sy
PSMD5	Sy
SFXN1	Sy
ILF3	Sy
TCERG1	Sy
LHPP	Sy
ATG3	Sy
EFL1	Sy
NUP50	Sy
TMED10	Sy
COX7A2	Sy
GNAI2	Sy
PRCC	Sy
MANBA	Sy
RBBP7	Sy
ABCF2	Sy
PADI2	Sy
EXOSC1	Sy
TRNT1	Sy
WDR1	Sy
SRP19	Sy
CAPZA1	Sy
CCT4	Sy
CSK	Sy
EIF4A2	Sy
RPS28	Sy
DNAJB12	Sy
RPL14	Sy
PRPS1	Sy
ATP5L	Sy
NAE1	Sy
PCBP1	Sy
PIK3R1	Sy
PFDN5	Sy
PSMD13	Sy
RPS20	Sy
CAND1	Sy
CYFIP2	Sy
TUBB	Sy
PPP2R1A	Sy
CCT7	Sy
CCDC47	Sy
ITPA	Sy
PSMD4	Sy
VPS4B	Sy
MMS19	Sy
PCBP2	Sy
RPS6KA3	Sy
SYPL1	Sy
CCT2	Sy
CCT5	Sy
TCP1	Sy
SEC61A2	Sy
SARS	Sy
TPT1	Sy
ATP5A1	Sy
ATP5B	Sy
SLC25A11	Sy
GPD1L	Sy
PPP2R5D	Sy
PRKAR1A	Sy
VPS29	Sy
UQCRC2	Sy
RPE	Sy
NAA50	Sy
CD99	Sy
LCP2	Sy
PPME1	Sy
RAN	Sy
ARF6	Sy
SEC22B	Sy
PPP6C	Sy
UBA6	Sy
UBA1	Sy
HSP90AA1	Sy
GAA	Sy
RAB9A	Sy
EIF3F	Sy
TM9SF2	Sy
DYNLL1	Sy
SFXN3	Sy
MAP2K2	Sy
PYGB	Sy
ARHGAP1	Sy
RAB5B	Sy
PRDX6	Sy
CLTC	Sy
GPX4	Sy
SH3GLB2	Sy
EXOC3	Sy
DHRS7B	Sy
C4A	Sy
GLRX	Sy
LPP	Sy
PACS1	Sy
TUBB4B	Sy
GPX1	Sy
ARF3	Sy
ARHGAP45	Sy
FYB1	Sy
NIPSNAP3A	Sy
NAPRT	Sy
TWF2	Sy
GCA	Sy
MAP2K3	Sy
SUCLA2	Sy
NPEPPS	Sy
MT-ATP6	Sy
ACTG1	Sy
ACSL5	Sy
ATP5F1	Sy
RPS25	Sy
LDHB	Sy
CAPZA2	Sy
GNAS	Sy
LYPLAL1	Sy
GSPT1	Sy
DENR	Sy
RRAS2	Sy
CDK5RAP3	Sy
NNT	Sy
ADD3	Sy
ATP6V1A	Sy
AP1M1	Sy
TSC22D4	Sy
DGKZ	Sy
SLC25A3	Sy
CNDP2	Sy
BRK1	Sy
NBAS	Sy
MAP4K2	Sy
ATOX1	Sy
KPNA3	Sy
GSTM2	Sy
TOP1	Sy
GSTM3	Sy
NAP1L4	Sy
VDAC1	Sy
RHOA	Sy
UBE2L3	Sy
PRKCSH	Sy
VDAC2	Sy
RETREG3	Sy
SEC23IP	Sy
DCUN1D1	Sy
COPZ1	Sy
G6PD	Sy
SH3BGRL3	Sy
PCMT1	Sy
CRKL	Sy
RAB5C	Sy
SNX12	Sy
2-Sep	Sy
ARL6IP5	Sy
EIF3M	Sy
TRAPPC4	Sy
ACTR2	Sy
ITGB5	Sy
CRAT	Sy
NRAS	Sy
TMX3	Sy
CAB39	Sy
DDOST	Sy
NDUFA2	Sy
GDI1	Sy
CS	Sy
GALNS	Sy
GNB1	Sy
IDH2	Sy
ANP32B	Sy
TXNDC12	Sy
UBQLN1	Sy
PRDX1	Sy
LYZ	Sy
COX5A	Sy
CDIPT	Sy
SHMT2	Sy
HSPA5	Sy
AGPS	Sy
CES1	Sy
ERLIN2	Sy
C1orf123	Sy
RPS2	Sy
NQO2	Sy
ACADVL	Sy
MAPK1	Sy
CBR3	Sy
NDUFS5	Sy
TFAM	Sy
RPL34	Sy
OLA1	Sy
PRKCD	Sy
RPS23	Sy
RPS12	Sy
RAB4B	Sy
NT5C	Sy
L2HGDH	Sy
PAK1	Sy
BPI	Sy
COMMD1	Sy
EIF2D	Sy
TBCA	Sy
DYNC1I2	Sy
ASRGL1	Sy
ATPIF1	Sy
APOBR	Sy
C19orf38	Sy
ECI1	Sy
RBP7	Sy
RALGAPB	Sy
PICALM	Sy
C16orf62	Sy
ATXN2L	Sy
RAB6D	Sy
PPP4R2	Sy
STRAP	Sy
PGP	Sy
BASP1	Sy
VPS39	Sy
IGHG1	Sy
LAIR1	Sy
SMS	Sy
PRKACA	Sy
VAMP8	Sy
PPM1B	Sy
LRRK2	Sy
PSMD9	Sy
PPP2R5A	Sy
ACAP2	Sy
GPS1	Sy
VPS37A	Sy
TNPO3	Sy
PPP1R21	Sy
TKT	Sy
GPI	Sy
COPG1	Sy
MAN2B1	Sy
PIN4	Sy
RNF20	Sy
SLC3A2	Sy
CPNE1	Sy
TSNAX	Sy
APOOL	Sy
HSP90AA4P	Sy
ARFIP1	Sy
SVIL	Sy
PARVG	Sy
YY1	Sy
VAT1	Sy
NAXD	Sy
YKT6	Sy
FCER1G	Sy
IRF2BP2	Sy
AP3S1	Sy
ORC3	Sy
UXT	Sy
IK	Sy
IRGQ	Sy
HDHD2	Sy
PPP1R8	Sy
CDK11B	Sy
SIPA1	Sy
BCLAF1	Sy
RAD21	Sy
PTBP1	Sy
NOP58	Sy
ZC3HAV1	Sy
PNN	Sy
LUC7L3	Sy
MAGOHB	Sy
SCAF4	Sy
NELFB	Sy
WTAP	Sy
ABCF3	Sy
SF3B1	Sy
RBM4	Sy
HCFC1	Sy
PAPOLA	Sy
LSM5	Sy
POLR2H	Sy
SLTM	Sy
NUP62	Sy
TCEAL3	Sy
SF3A1	Sy
TCOF1	Sy
SMC3	Sy
CHAMP1	Sy
GFM1	Sy
CNOT7	Sy
KHSRP	Sy
NAA10	Sy
SNRPD2	Sy
SMARCC2	Sy
ASH2L	Sy
MATR3	Sy
GIGYF2	Sy
DDX21	Sy
NCBP1	Sy
CDC5L	Sy
HTATSF1	Sy
ARHGAP30	Sy
NUP54	Sy
RBM15	Sy
SRSF6	Sy
NHP2	Sy
ANKHD1	Sy
SNW1	Sy
GABPA	Sy
SLC25A12	Sy
HNRNPF	Sy
SNRPE	Sy
PSD4	Sy
OTUB1	Sy
WAPL	Sy
CTNNBL1	Sy
DDX42	Sy
CBFB	Sy
NARS	Sy
SMC1A	Sy
CGGBP1	Sy
HNRNPA3	Sy
FMNL1	Sy
RBM27	Sy
ZC3H11A	Sy
RAE1	Sy
PPWD1	Sy
DNMT1	Sy
SRRT	Sy
HNRNPUL2	Sy
G3BP1	Sy
PDCL3	Sy
PPIL1	Sy
RAVER1	Sy
SNRPF	Sy
RBM26	Sy
ARHGAP27	Sy
MEPCE	Sy
GMPS	Sy
EIF2S2	Sy
C11orf58	Sy
CSTF3	Sy
SUPV3L1	Sy
RBM33	Sy
HNRNPAB	Sy
POLB	Sy
SEH1L	Sy
NUMA1	Sy
SMARCD2	Sy
PDS5B	Sy
PRPF40A	Sy
HNRNPH2	Sy
TRIR	Sy
HNRNPUL1	Sy
TIAL1	Sy
FRG1	Sy
U2SURP	Sy
LSM3	Sy
SDHB	Sy
SUPT6H	Sy
PTMA	Sy
HDGFL2	Sy
SMARCB1	Sy
FAM120A	Sy
SUPT5H	Sy
ANP32A	Sy
BOD1L1	Sy
IQGAP1	Sy
POLR1C	Sy
ALOX5	Sy
DDX1	Sy
WNK1	Sy
SERBP1	Sy
PABPC1	Sy
HDAC5	Sy
PSMD6	Sy
NUP214	Sy
PHF10	Sy
RBM42	Sy
HNRNPM	Sy
TRAF3IP3	Sy
SMAP2	Sy
LSM2	Sy
CCAR1	Sy
BCL11B	Sy
GNPNAT1	Sy
THRAP3	Sy
PRPF19	Sy
DIDO1	Sy
ARID1A	Sy
CCDC58	Sy
ZCCHC8	Sy
MRPL43	Sy
PRKCH	Sy
MRPL13	Sy
RPLP2	Sy
SAP30BP	Sy
MAP2K1	Sy
NR2C2AP	Sy
DPF2	Sy
NUP160	Sy
LUC7L2	Sy
PTPRC	Sy
BAG1	Sy
PTBP3	Sy
POLR2D	Sy
AKAP8	Sy
NDUFB4	Sy
NOP9	Sy
WBP11	Sy
SNRNP200	Sy
EIF4B	Sy
MADD	Sy
NCBP2	Sy
RWDD1	Sy
SRRM2	Sy
MRPL24	Sy
SNRPB	Sy
SMPD4	Sy
ARHGDIB	Sy
RAB43	Sy
LSM8	Sy
NCOA5	Sy
UBA2	Sy
RAD50	Sy
RTF1	Sy
VPS26A	Sy
FEN1	Sy
MTA2	Sy
C18orf25	Sy
RIPOR2	Sy
SMARCA4	Sy
PPP1R10	Sy
HMGB2	Sy
DKC1	Sy
KHDRBS1	Sy
PMPCB	Sy
PAF1	Sy
ACIN1	Sy
FTO	Sy
TPR	Sy
EML3	Sy
EPRS	Sy
PPP1R18	Sy
ADA	Sy
SUMO2	Sy
SFPQ	Sy
ZBTB33	Sy
SF1	Sy
CPSF2	Sy
SUMO3	Sy
KCNAB2	Sy
POLR2A	Sy
ALKBH5	Sy
FAM107B	Sy
MRE11	Sy
ARFGAP1	Sy
SMNDC1	Sy
TBL1XR1	Sy
GNG2	Sy
TATDN1	Sy
ECHDC1	Sy
HMGB1	Sy
HSPBP1	Sy
RCSD1	Sy
CNOT1	Sy
U2AF1	Sy
HNRNPK	Sy
HNRNPA2B1	Sy
ENPP4	Sy
FKBP4	Sy
SF3A2	Sy
PCNP	Sy
MTA1	Sy
MTDH	Sy
RHOG	Sy
SNRPA1	Sy
ARHGAP9	Sy
RTCB	Sy
SPCS3	Sy
CXorf56	Sy
CISD1	Sy
PRPF18	Sy
AGO1	Sy
ARHGEF1	Sy
NOC2L	Sy
WDR12	Sy
ARHGDIA	Sy
MORC3	Sy
BCAS2	Sy
MTMR1	Sy
SEPHS1	Sy
SNX27	Sy
PRPF4	Sy
BAZ1B	Sy
GTF2E1	Sy
ZC3H4	Sy
AKAP13	Sy
SETD3	Sy
PRPF3	Sy
NUP93	Sy
MED24	Sy
LONP1	Sy
SRRM1	Sy
AHCY	Sy
ILF2	Sy
POLR2G	Sy
SRP14	Sy
TRMT112	Sy
MAT2B	Sy
GTF2H4	Sy
GNAI3	Sy
UBE2L6	Sy
SKIV2L	Sy
OGFR	Sy
STX5	Sy
CD5	Sy
SRP9	Sy
MORF4L1	Sy
U2AF2	Sy
CWC27	Sy
ARRB2	Sy
GOLGA3	Sy
AP5Z1	Sy
SEC23B	Sy
FAM49B	Sy
SNRPD1	Sy
RAD23A	Sy
VPS33B	Sy
BRD4	Sy
USP5	Sy
SNRPB2	Sy
WDR61	Sy
PKN1	Sy
APOL2	Sy
RARS	Sy
SEC24C	Sy
TOM1	Sy
SNRPA	Sy
MAT2A	Sy
PPIE	Sy
PFDN4	Sy
ARL6IP4	Sy
MRPL44	Sy
SMU1	Sy
TCIRG1	Sy
PUF60	Sy
MIER1	Sy
PGK2	Sy
LRRFIP1	Sy
PRRC2C	Sy
SF3B2	Sy
HSPA1L	Sy
SYMPK	Sy
MYCBP2	Sy
NCL	Sy
ARHGEF6	Sy
SCAF11	Sy
YLPM1	Sy
EVI2B	Sy
SART1	Sy
FKBP5	Sy
G3BP2	Sy
THADA	Sy
EIF3J	Sy
NFKB2	Sy
DIP2B	Sy
FLNB	Sy
POLR2E	Sy
KARS	Sy
NDUFB6	Sy
PNKP	Sy
EXOC8	Sy
MRI1	Sy
QARS	Sy
PHKG2	Sy
SAP18	Sy
PPP1R14B	Sy
NOP56	Sy
ASPSCR1	Sy
RABGAP1L	Sy
PHF5A	Sy
ARHGAP26	Sy
PPP2R2A	Sy
EIF2B5	Sy
DHX8	Sy
RCC2	Sy
DBI	Sy
HNRNPDL	Sy
PIK3C3	Sy
THOP1	Sy
SIN3A	Sy
RBM25	Sy
DHX38	Sy
FRYL	Sy
TACC3	Sy
SAFB2	Sy
MRPL11	Sy
NOP2	Sy
PNPO	Sy
PRRC1	Sy
C7orf50	Sy
RPRD1B	Sy
PPA1	Sy
ADSS	Sy
PSTPIP1	Sy
LPCAT2	Sy
GMIP	Sy
GORASP2	Sy
RFTN1	Sy
MCM3	Sy
JPT1	Sy
MRPL15	Sy
LMNB2	Sy
MRPL49	Sy
HNRNPH3	Sy
MECP2	Sy
NUDT16L1	Sy
HNRNPR	Sy
UBE2M	Sy
ITPR3	Sy
SDHC	Sy
CNOT3	Sy
SMARCA5	Sy
CDC37	Sy
NELFE	Sy
SPNS1	Sy
PDHX	Sy
PCYOX1	Sy
CPSF1	Sy
EIF4A3	Sy
NASP	Sy
LMNB1	Sy
SNX18	Sy
CCZ1	Sy
MRPL39	Sy
NPM1	Sy
UBAP1	Sy
GMFB	Sy
GGPS1	Sy
SNRNP70	Sy
GBP5	Sy
PPP1R7	Sy
COQ9	Sy
DDX23	Sy
CSDE1	Sy
TAF6	Sy
GLYR1	Sy
GALM	Sy
POLDIP3	Sy
CD247	Sy
NEDD8	Sy
NDUFV3	Sy
ATP5J	Sy
GAR1	Sy
TDP2	Sy
NXF5	Sy
NUDT16	Sy
SF3B3	Sy
NUDT5	Sy
AKR1A1	Sy
TSTA3	Sy
ZNF207	Sy
SARNP	Sy
ARHGAP17	Sy
NDUFA9	Sy
TBCC	Sy
FAM129A	Sy
EZR	Sy
SAE1	Sy
PYCARD	Sy
SAMM50	Sy
EXOSC7	Sy
DNAJC9	Sy
FLYWCH2	Sy
MAP7D1	Sy
NUP133	Sy
PPP4R3A	Sy
BCAT2	Sy
THYN1	Sy
THEMIS2	Sy
SCFD1	Sy
PFD3	Sy
TTC1	Sy
UBQLN2	Sy
FKBP3	Sy
PNPT1	Sy
RAC2	Sy
